1, 1, 0.000015, 131691.579042, 0.000008, 0.000175, 11439.422549, 0.000087
1, 2, 0.000240, 16684.393848, 0.000060, 0.000247, 16168.279449, 0.000062
1, 4, 0.000460, 17383.935073, 0.000058, 0.000469, 17051.824759, 0.000059
1, 8, 0.001062, 15063.303531, 0.000066, 0.000785, 20390.503634, 0.000049
1, 16, 0.002109, 15173.607406, 0.000066, 0.001541, 20759.378051, 0.000048
1, 32, 0.004198, 15245.616408, 0.000066, 0.002961, 21612.706380, 0.000046
1, 64, 0.008502, 15054.985393, 0.000066, 0.005878, 21775.265986, 0.000046
1, 128, 0.016356, 15651.438551, 0.000064, 0.011639, 21995.683863, 0.000045
1, 256, 0.033630, 15224.675774, 0.000066, 0.023446, 21837.605500, 0.000046
1, 512, 0.064241, 15939.977268, 0.000063, 0.046424, 22057.546459, 0.000045
2, 1, 0.000057, 70518.132045, 0.000028, 0.000178, 22425.672912, 0.000089
2, 2, 0.000239, 33444.256774, 0.000060, 0.000254, 31547.856110, 0.000063
2, 4, 0.000525, 30467.311437, 0.000066, 0.000418, 38237.353594, 0.000052
2, 8, 0.001025, 31217.045285, 0.000064, 0.000719, 44523.101922, 0.000045
2, 16, 0.002041, 31363.970053, 0.000064, 0.001499, 42700.770348, 0.000047
2, 32, 0.004027, 31785.740272, 0.000063, 0.002932, 43652.634163, 0.000046
2, 64, 0.008183, 31282.967024, 0.000064, 0.005866, 43640.058164, 0.000046
2, 128, 0.016592, 30857.368984, 0.000065, 0.011585, 44196.060284, 0.000045
2, 256, 0.032224, 31777.973259, 0.000063, 0.023173, 44189.034129, 0.000045
2, 512, 0.066608, 30746.842301, 0.000065, 0.046942, 43628.167862, 0.000046
4, 1, 0.000063, 126959.944485, 0.000032, 0.000172, 46569.569112, 0.000086
4, 2, 0.000236, 67695.067574, 0.000059, 0.000250, 63893.936071, 0.000063
4, 4, 0.000495, 64623.226374, 0.000062, 0.000371, 86333.419647, 0.000046
4, 8, 0.001025, 62427.574268, 0.000064, 0.000784, 81616.517141, 0.000049
4, 16, 0.002034, 62931.269712, 0.000064, 0.001452, 88148.441984, 0.000045
4, 32, 0.004027, 63577.543123, 0.000063, 0.002958, 86545.694272, 0.000046
4, 64, 0.008465, 60481.996624, 0.000066, 0.005890, 86924.987813, 0.000046
4, 128, 0.016058, 63768.988867, 0.000063, 0.011670, 87745.275466, 0.000046
4, 256, 0.032856, 62332.743262, 0.000064, 0.023183, 88339.744650, 0.000045
4, 512, 0.064225, 63775.558861, 0.000063, 0.046431, 88217.786627, 0.000045
8, 1, 0.000120, 133461.233678, 0.000060, 0.000180, 88854.334454, 0.000090
8, 2, 0.000239, 133923.153157, 0.000060, 0.000251, 127505.787550, 0.000063
8, 4, 0.000527, 121385.233099, 0.000066, 0.000423, 151247.317730, 0.000053
8, 8, 0.001016, 126021.835257, 0.000063, 0.000780, 163999.538773, 0.000049
8, 16, 0.002240, 114306.840635, 0.000070, 0.001465, 174749.872193, 0.000046
8, 32, 0.004034, 126924.473740, 0.000063, 0.002969, 172471.116976, 0.000046
8, 64, 0.008045, 127281.132074, 0.000063, 0.005864, 174621.017823, 0.000046
8, 128, 0.015997, 128027.814043, 0.000062, 0.011810, 173410.894065, 0.000046
8, 256, 0.031932, 128274.567703, 0.000062, 0.023333, 175544.447074, 0.000046
8, 512, 0.063936, 128127.941756, 0.000062, 0.046733, 175292.200565, 0.000046
16, 1, 0.000058, 548762.712006, 0.000029, 0.000178, 179472.798638, 0.000089
16, 2, 0.000246, 260105.505354, 0.000062, 0.000249, 257161.340676, 0.000062
16, 4, 0.000490, 261251.148090, 0.000061, 0.000425, 301460.197932, 0.000053
16, 8, 0.000996, 256931.376210, 0.000062, 0.000792, 323295.594520, 0.000049
16, 16, 0.001993, 256849.143287, 0.000062, 0.001514, 338190.640441, 0.000047
16, 32, 0.003983, 257066.504655, 0.000062, 0.003022, 338806.738545, 0.000047
16, 64, 0.008060, 254094.198225, 0.000063, 0.005942, 344639.691660, 0.000046
16, 128, 0.016007, 255893.404402, 0.000063, 0.011796, 347223.664514, 0.000046
16, 256, 0.032227, 254193.478721, 0.000063, 0.023632, 346655.931844, 0.000046
16, 512, 0.066080, 247940.395274, 0.000065, 0.046810, 350013.530339, 0.000046
32, 1, 0.000057, 1128946.902923, 0.000028, 0.000174, 367807.636663, 0.000087
32, 2, 0.000236, 541393.326732, 0.000059, 0.000246, 519299.270708, 0.000062
32, 4, 0.000499, 513140.197490, 0.000062, 0.000430, 595659.134173, 0.000054
32, 8, 0.001104, 463849.625772, 0.000069, 0.000807, 634733.300372, 0.000050
32, 16, 0.002136, 479466.967582, 0.000067, 0.001545, 662955.239516, 0.000048
32, 32, 0.003986, 513790.173417, 0.000062, 0.003049, 671688.588370, 0.000048
32, 64, 0.007962, 514471.004229, 0.000062, 0.005936, 690011.726493, 0.000046
32, 128, 0.016050, 510402.726571, 0.000063, 0.011987, 683432.395712, 0.000047
32, 256, 0.031907, 513485.062987, 0.000062, 0.023850, 686955.155973, 0.000047
32, 512, 0.064153, 510781.801366, 0.000063, 0.047589, 688568.285022, 0.000046
